Rubro;Nombre;Costo;Pre.;%G1.;Pre2;%G2.;Cod.;Stock;Mod.
CORDOBEZA;GANCIA HIBISCUS LATA 473 ML;200;300;50;1400;16,67;7790950144826;994;11/05/2023
OSOLA;GANCIA RED BITTER 750 ML;138;180;31;1826;10,26;7790950131598;90;11/05/2023
OSOLA;GANCIA SABOR PERA;105,1;130;24;1380;9,42;7790950137897;627;11/05/2023
OSOLA;GANCIA SPRITZ 750 ML;133;170;28;880;10,28;7790950127010;92;11/05/2023
OSOLA;GANCIA SPRITZ+ SODA LATA 310 ML;19,22;30;56;144,12;25;7790950138610;1;11/05/2023
ARCOR;GARRAPI•ADAS DE MANI;34,79;48;39;233,76;12;7790580195809;0;11/05/2023
PEPSI;GASEOSA  7 UP 250 ML;98;120;22;990;12,24;7791813777014;981;11/05/2023
COCA COLA;GASEOSA  FANTA LATA 354 ML;34,56;40;16;230;10,92;7790895000256;975;11/05/2023
PEPSI;GASEOSA 7 UP 1,5 LITROS;382,13;460;20;2650;15,58;7791813777045;721;11/05/2023
PEPSI;GASEOSA 7 UP 500 ML;169;210;24;1140;12,43;7791813777038;982;11/05/2023
PEPSI;GASEOSA 7 UP 7 500 ML;169;210;24;2340;15,38;7791813420521;65510;11/05/2023
PEPSI;GASEOSA 7 UP LATA 354 ml;138;170;23;960;15,94;7791813777021;802;11/05/2023
PEPSI;GASEOSA 7 UP LIMONADA 500ML;36,8;50;36;510;15,49;7791813420019;990;11/05/2023
PEPSI;GASEOSA 7 UP LIMONADA X 1.5 L;90,12;110;22;630;16,51;7791813421023;989;11/05/2023
PEJINAKIS;GASEOSA 7 UP SIN AZUCAR 500 ML;174,07;210;21;1200;14,9;7791813420583;1000;11/05/2023
COCA COLA;GASEOSA CRUSH 3 L MANZANA;321,16;400;25;2200;14,17;7790895644320;802;11/05/2023
CITRIC;GASEOSA CRUSH MANZANA 375 ML;16,27;20;23;225;15,24;7790895646034;12;11/05/2023
BARRICA BEBIDAS;GASEOSA CUNNINGTON COLA 3 L;32,5;45;38;0;0;7790639002836;65534;11/05/2023
BARRICA BEBIDAS;GASEOSA CUNNINGTON POMELO 3 L;32,5;45;38;0;0;7790639002867;2;11/05/2023
CUNNINGTON;GASEOSA CUNNINGTON TONICA 2.25 L;241,66;300;24;1700;17,24;7790639001068;64106;11/05/2023
CUNNINGTON;GASEOSA CUNNINGTON TONICA 3 L;297,5;360;21;1380;15,97;7790639003147;351;11/05/2023
CUNNINGTON;GASEOSA CUNNINGTON TONICA 500 CC;111,11;140;26;780;17;7791993000261;6017;11/05/2023
PRITTY;GASEOSA DOBLE COLA MANZANA 3 L.;10;60;500;67,2;12;7791913005345;5;11/05/2023
COCA COLA;GASEOSA FANTA LIMON DULCE 250 ML.;96,93;120;24;680;16,92;7790895648373;985;11/05/2023
COCA COLA;GASEOSA FANTA MANZANA 2.5 L.;334,5;400;20;2300;14,6;7790895647963;958;11/05/2023
COCA COLA;GASEOSA FANTA MANZANA RETORNABLE 2 L.;334,5;400;20;2300;14,6;7790895647093;946;11/05/2023
COCA COLA;GASEOSA FANTA POMELO 2.5 L;334,5;400;20;2300;14,6;7790895647925;933;11/05/2023
COCA COLA;GASEOSA FANTA RETO X 2.5 L;376,25;450;20;3440;14,29;7790895640261;1298;11/05/2023
CUNNINGTON;GASEOSA GINGER ALE 1.5 L;200;250;25;1380;15;7790639001822;838;11/05/2023
PEPSI;GASEOSA GUARANA X 2.25 L;268;330;23;2480;15,67;7792798000517;681;11/05/2023
COCA COLA;GASEOSA LATA SCHWEPPES AGUA TONICA;167,28;200;20;1140;13,58;7790895006821;872;11/05/2023
COCA COLA;GASEOSA LATA SEVEN 7 UP 500 ML;24,35;40;64;0;0;7791813050520;879;11/05/2023
MANAOS;GASEOSA MANAOS COLA 3 L.;65;80;23;450;15,38;7798113301246;920;11/05/2023
BARRICA BEBIDAS;GASEOSA MANAOS MANZANA 3 L;65;80;23;450;15,38;7798113301284;65480;11/05/2023
BARRICA BEBIDAS;GASEOSA MANAOS NARANJA 3 L;65;80;23;452;15,8;7798113301260;953;11/05/2023
BARRICA BEBIDAS;GASEOSA MANAOS POMELO 3 L;65;80;23;450;15,38;7798113301277;65440;11/05/2023
MARINARO;GASEOSA MARINARO LIMONADA 500 ML;39,41;50;27;540;14,18;7795176000116;938;11/05/2023
MARINARO;GASEOSA MARINARO MANZANA 3 L.;268;330;23,13;1200;11,94;7795176001205;984;11/05/2023
MARINARO;GASEOSA MARINARO MANZANA 500 ML;39,37;50;27;540;14,3;7795176000178;1000;11/05/2023
MARINARO;GASEOSA MARINARO NARANJA 500 ML;39,37;50;27;540;14,3;7795176000123;100;11/05/2023
MARINARO;GASEOSA MARINARO PREMIUM COLA 3 L.;336;420;25;1550;15,33;7795176001168;601;11/05/2023
MARINARO;GASEOSA MARINARO PREMIUM GRANADINA 3 L.;336;420;25;1550;15,33;7795176001175;680;11/05/2023
BARRICA BEBIDAS;GASEOSA MIAMI 3 L COLA;39,6;55;39;185;16,79;7795176771245;99;11/05/2023
BARRICA BEBIDAS;GASEOSA MIAMI MANZANA 3 L;39,6;55;39;185;16,79;7795176771252;94;11/05/2023
BARRICA BEBIDAS;GASEOSA MIAMI NARANJA 3 L;39,6;55;39;185;16,79;7795176771269;95;11/05/2023
PEPSI;GASEOSA MIRINDA MANZANA 3 L.;341;410;20;2350;14,86;7791813424314;730;11/05/2023
PEPSI;GASEOSA MIRINDA MANZANA 500 ML;169;210;24;1170;15,38;7791813420323;985;11/05/2023
PEPSI;GASEOSA MIRINDA NARANJA 250 ML;98;120;22;990;12,24;7791813410324;9984;11/05/2023
PEPSI;GASEOSA MIRINDA NARANJA LATA 354 ML;138;170;23;950;14,73;7791813000310;864;11/05/2023
PEPSI;GASEOSA MIRINDA POMELO 3 L;181,28;220;21;1200;10,33;7791813424185;993;11/05/2023
PEPSI;GASEOSA PASO DE LOS TOROS POMELO  269 ML;91,67;110;20;610;10,91;7791813800750;632;11/05/2023
PEPSI;GASEOSA PASO DE LOS TOROS POMELO RETORNABLE 2 L;324,45;390;20;3000;15,58;7791813000129;987;11/05/2023
PEPSI;GASEOSA PASO DE LOS TOROS SIN AZUCAR 1,5 L.;446;540;21;3100;15,84;7791813080039;954;11/05/2023
PEPSI;GASEOSA PEPSI 1.25 L. RETORNABLE;208,06;250;20;1920;15,35;7791813331018;949;11/05/2023
PEPSI;GASEOSA PEPSI 250 ml.;98;120;22;1010;14,51;7791813555018;936;11/05/2023
PEPSI;GASEOSA PEPSI 3 L;625,21;760;22;4350;15,96;7791813555063;3556;11/05/2023
PEPSI;GASEOSA PEPSI BLACK 1,5 L.;382,13;460;20;2640;15,14;7791813421054;99966;11/05/2023
BARRICA BEBIDAS;GASEOSA PRITTY 1.5 L;207,5;250;20;1400;12,45;7791913000265;178;11/05/2023
PRITTY;GASEOSA PRITTY LIMON SIN AZUCAR 2.25 L.;254,16;320;26;1740;14,1;7791913001163;978;11/05/2023
BARRICA BEBIDAS;GASEOSA PRITTY X 1L;146,66;180;23;0;0;7791913004089;991;11/05/2023
MARINARO;GASEOSA SALVADOR TONICA  SIN AZUCAR 1,5 L.;222;270;21,62;1550;16,37;7795176771573;9954;11/05/2023
COCA COLA;GASEOSA SCHWEPPES POMELO SIN AZUCAR LATA 354 ML;41,9;50;19;280;11,38;7790895010101;51;11/05/2023
COCA COLA;GASEOSA SCHWEPPES TONICA 1.5 L.;460;550;20;4240;15,22;7790895006715;833;11/05/2023
COCA COLA;GASEOSA SCHWEPPES TONICA 2.25 L.;585,33;700;20;4050;15,32;7790895004667;876;11/05/2023
COCA COLA;GASEOSA SCHWEPPES TONICA 375 ML;167,71;200;19;1140;13,29;7790895648342;896;11/05/2023
SECCO;GASEOSA SECCO ETIQUETA NEGRA;321,58;400;24;1500;16,61;7792758283011;413;11/05/2023
SECCO;GASEOSA SECCO LIMON INTENSO 3 L;321,58;400;24;1500;16,61;7792758372074;541;11/05/2023
BARRICA BEBIDAS;GASEOSA SECCO MANZANA 2.25 L;40;50;25;0;0;7792758012284;902;11/05/2023
BARRICA BEBIDAS;GASEOSA SECCO MANZANA 3 L.;321,58;400;24;1500;16,61;7792758013083;1097;11/05/2023
BARRICA BEBIDAS;GASEOSA SECCO NARANJA 3 L.;321,58;400;24;1500;16,61;7792758013038;779;11/05/2023
SECCO;GASEOSA SECCO POMELO 1,5 L;120;150;25;840;16,67;7792758000038;995;11/05/2023
SECCO;GASEOSA SECCO POMELO 1.5 L.;39,35;50;27;270;14,36;7792758371695;994;11/05/2023
BARRICA BEBIDAS;GASEOSA SECCO POMELO 2,25 L;160;200;25;1110;15,63;7792758012246;879;11/05/2023
BARRICA BEBIDAS;GASEOSA SECCO POMELO 3 L.;321,58;400;24;1500;16,61;7792758013045;2261;11/05/2023
SECCO;GASEOSA SECCO POMELO INTENSOM 3 L.;321,58;400;24;1500;16,61;7792758372265;737;11/05/2023
SECCO;GASEOSA SECCO TONICA 1,5 L.;175;220;26;1200;14,29;7792758321591;99826;11/05/2023
OTROS;GASEOSA SECCO X 500 ML;5,83;8;37;0;0;7792758010587;88;11/05/2023
TALCA;GASEOSA TALCA COLA 3 L;112,5;140;24;500;11,11;7793755000069;522;11/05/2023
TALCA;GASEOSA TALCA COLA 500 ML;87,5;110;26;600;14,29;7793755001837;996;11/05/2023
TALCA;GASEOSA TALCA MANZANA 3 L;112,5;140;24;500;11,11;7793755000106;858;11/05/2023
TALCA;GASEOSA TALCA NARANJA 3 L;112,5;140;24;500;11,11;7793755000076;882;11/05/2023
LAS LUCIAS TACUIL;GATA FLORA MALBEC RESERVA;4189;5300;27;28800;14,59;3109;719;11/05/2023
PEPSI;GATORADE BLUE S/A 500 ML;318,27;390;23;2200;15,21;7791813001102;9994;11/05/2023
PEPSI;GATORADE COOL BLUE 1.25 L;594,31;720;21;4100;14,98;7792170110704;442;11/05/2023
PEPSI;GATORADE COOL BLUE 500 ML;318,27;390;23;2200;15,21;7792170042258;710;11/05/2023
PEPSI;GATORADE COOL BLUE 750 ML;358,44;440;23;2490;15,78;7792170052264;880;11/05/2023
PEPSI;GATORADE FRUTA TROPICALES 500 ML;318,27;390;23;2200;15,21;7792170002061;952;11/05/2023
PEPSI;GATORADE FRUTAS TROPICALES 1.25 L;594,31;720;21;4100;14,98;7792170110568;64942;11/05/2023
PEPSI;GATORADE FRUTAS TROPICALES 500ML;318,27;390;23;2200;15,21;7792170042029;698;11/05/2023
PEPSI;GATORADE FRUTAS TROPICALES X 750CC;358,44;440;23;2490;15,78;7792170052295;983;11/05/2023
PEPSI;GATORADE MANZANA 1.25L;594,31;720;21;4100;14,98;7792170110575;456;11/05/2023
PEPSI;GATORADE MANZANA 500 CC;326,61;400;22;2250;14,82;7792170002054;965;11/05/2023
PEPSI;GATORADE MANZANA 500NL;318,27;390;23;2200;15,21;7792170042005;570;11/05/2023
PEPSI;GATORADE MANZANA 750 ML;358,44;440;23;2490;15,78;7792170052271;967;11/05/2023
PEPSI;GATORADE NARANJA 1,25L;594,31;720;21;4100;14,98;4528;1000;11/05/2023
PEPSI;GATORADE NARANJA 1,25L;594,31;720;21;4100;14,98;7792170110551;9996;11/05/2023
PEPSI;GATORADE NARANJA 473ML;47;80;71;0;0;7792170002016;997;11/05/2023
PEPSI;GATORADE NARANJA S/A 500 ML;318,27;390;23;2190;14,68;7791813001126;996;11/05/2023
PEPSI;GATORADE UVA 300 ML;123,6;150;21;840;13,27;7792170555154;64;11/05/2023
PEPSI;GATORADE UVA 500 ML;358,44;440;23;2460;14,38;7792170042241;902;11/05/2023
OTROS;01/03/2001;155;200;29;1042;12;7702018880409;87;11/05/2023
ACONCAGUA;GIN ACONCAGUA CLASICO AZUL;2900;3700;28;3350;15,52;736373856684;600;11/05/2023
ACONCAGUA;GIN ACONCAGUA VARIEDAD;3200;4100;28;3700;15,63;4376;461;11/05/2023
LAS LUCIAS TACUIL;GIN APU PUNA;2730;3500;28;19200;17,22;7798413460025;1000;11/05/2023
BARRICA BEBIDAS;GIN APU PUNA - YUNGA;1950;2500;28;2300;17,95;3372;492;11/05/2023
LAS LUCIAS TACUIL;GIN APU YUNGA;2730;3500;28;18900;15,38;7798413460018;1000;11/05/2023
OSOLA;GIN ARLEQUIN;500;650;30;570;14;7798167920240;94;11/05/2023
HUACHANA MARTIN;GIN BEEFEATER 24;7300;9500;30;9490;30;5000299605004;95;11/05/2023
CORDOBEZA;GIN BEEFEATER 750 ML;5614;7200;28;6500;15,78;5000329002537;65344;11/05/2023
IL DOCTORE;GIN BEEFEATER BLOOD ORANGE;6695;8500;27;46200;15,01;5000299618240;766;11/05/2023
HUACHANA MARTIN;GIN BEEFEATER LITRO;6650;8600;29;7600;14,29;5000299618424;65391;11/05/2023
HUACHANA MARTIN;GIN BOLS;338;450;33;393;16,13;7791200000169;999;11/05/2023
IL DOCTORE;GIN BOMBAY BRAMBLE;8394,2;10600;26;9700;15,56;7640175742522;79;11/05/2023
OSOLA;GIN BOMBAY SAPPHIRE 500ml;817;980;20;0;-100;7640175740023;7;11/05/2023
OSOLA;GIN BOMBAY SHAPPIRE 1000cc;1830;2220;21;2015;10,1;7640175740719;177;11/05/2023
OSOLA;GIN BOMBAY SHAPPIRE 750ml;6490;8300;28;7500;15,56;7640175740047;2294;11/05/2023
QUILMES;GIN BOSQUE 500 ML;2691;3000;11;3000;11,48;3509;99;11/05/2023
CORDOBEZA;GIN BRIGHTON 700CC;1542;2100;36;10600;14,57;7792410522717;566;11/05/2023
IL DOCTORE;GIN BROKER'S LONDON DRY 750CC;5950;7200;21;6700;12,61;803433000063;90;11/05/2023
SAN JUAN;GIN BULLDOG;6315;8000;27;7300;15,6;897076002010;486;11/05/2023
OSOLA;GIN BURNETTS;1250;1700;36;1500;20;7790260011122;1662;11/05/2023
BARRICA BEBIDAS;GIN CASA ROSA VARIOS;1760;2200;25;12600;19,32;3502;75;11/05/2023
HUACHANA MARTIN;GIN CITRIC NEW STYLE;599;800;34;4100;14,08;7798135763459;815;11/05/2023
OTROS;GIN ENEBRO LATA;240;300;25;560;16,67;3361;81;11/05/2023
VASCO - OSOLA;GIN GORDON LONDON;2318;3000;29;16200;16,48;7791250002267;64212;11/05/2023
PEJINAKIS;GIN GORDONS LATA 473 ML;490;650;33;3400;15,65;7791250003271;866;11/05/2023
OSOLA;GIN HENDRICKS;11795;14900;26;13600;15,3;5010327755014;240;11/05/2023
LAS LUCIAS TACUIL;GIN HERACLITO 1 L.;3217;4100;27;22200;15,01;7798135763749;990;11/05/2023
LAS LUCIAS TACUIL;GIN HERACLITO 750CC;2680;3400;27;18600;15,67;7798135763077;1465;11/05/2023
LAS LUCIAS TACUIL;GIN HERACLITO MACEDONIO;2080;2600;25;2400;15,38;7790121000456;839;11/05/2023
VASCO;GIN HEREDERO;1896;2500;32;13200;16,03;724751009876;980;11/05/2023
VASCO;GIN HEREDERO ESTUCHE CON COPA;2713;3500;29;19200;17,95;724751009937;91;11/05/2023
GPS DISTRIBUCIONES;GIN HILBING;315;390;24;2173,5;15;3067;1;11/05/2023
VASCO;GIN JARD÷N ESCONDIDO;2210;2900;31;2600;17,65;724751011121;988;11/05/2023
HUGO NORTON;GIN LARIOS;2808;3600;28;9600;13,96;8411144100068;965;11/05/2023
HUGO NORTON;GIN LARIOS ROSE;4305;5500;28;29700;14,98;8411144100402;997;11/05/2023
ACONCAGUA;Gin Malaria Cambia de Color;6100;7800;28;42000;14,75;709081090138;72;11/05/2023
HUACHANA MARTIN;GIN MASTER SHIP;2375;3100;31;2800;17,89;7798194770061;83;11/05/2023
BARRICA BEBIDAS;GIN MERLE;1438;1800;25;9900;14,74;724751033390;937;11/05/2023
HUACHANA MARTIN;GIN MG;4900;5900;20;5600;14,29;8411640010342;98;11/05/2023
HUACHANA MARTIN;GIN MYRICA;2400;3000;25;16500;14,58;7798194770030;818;11/05/2023
HUACHANA MARTIN;GIN MYRICA FRUTOS PATAGONICOS;2790;3600;29;19200;14,7;7798194770146;993;11/05/2023
BARRICA BEBIDAS;GIN NEW STYLE;599;800;34;4100;14,08;7790121001064;65253;11/05/2023
BARRICA BEBIDAS;GIN ORLOFF x750;266;400,01;50;1915,2;20;7792410518673;1;11/05/2023
HUACHANA MARTIN;GIN PINK NEW STYLE;599;800;34;4100;14,08;7798135763442;525;11/05/2023
BARRICA BEBIDAS;GIN RESTINGA ARTESANAL 700ML;1870;2200;18;12600;12,3;723540606210;54;11/05/2023
OSOLA;GIN RESTINGA BOLSA CLASICO;2565;3200;25;17040;10,72;4392;10;11/05/2023
OSOLA;GIN RESTINGA BOLSA OTO•O;2933;3670;25;3240;10,47;4391;10;11/05/2023
BARRICA BEBIDAS;GIN RESTINGA FLAVOURED EDITION 700cc;1840;2400;30,43;13248;20;723540606241;6;18/03/2022
BARRICA BEBIDAS;GIN RESTINGA TRIPACK 3x375cc;2370;3000;27;17064;20;3500;8;11/05/2023
HUACHANA MARTIN;GIN SPICY NEW STYLE;599;800;34;4100;14,08;7798135763466;907;11/05/2023
IL DOCTORE;GIN TANQUERAY;6426;8200;28;7400;15,16;5000281015248;65361;11/05/2023
PEJINAKIS;GIN TANQUERAY ROYALE;5655;7200;27;6500;14,94;5000291026548;951;11/05/2023
PEJINAKIS;GIN TANQUERAY SEVILLA;5655;7200;27;6500;14,94;5000291023462;727;11/05/2023
HUACHANA MARTIN;GIN TERRIER CITRIC ECO BOTTLE;1625;2150;32;1800;10,77;7798353191775;978;11/05/2023
HUACHANA MARTIN;GIN TERRIER OLD TOM;3000;3800;27;3450;15;7798159947781;988;11/05/2023
HUACHANA MARTIN;GIN TERRIER PINK;3375;4300;27;3900;15,56;722779948047;854;11/05/2023
HUACHANA MARTIN;GIN TERRIER SPICY ECO BOTTLE;1625;2150;32;1800;10,77;7798353191768;979;11/05/2023
HUACHANA MARTIN;GIN TERRIER WILD;1625;2150;32;1800;10,77;17798353191751;977;11/05/2023
BARRICA BEBIDAS;GIN TONIC AZUL DR. LEMON LATA 310 ML;167;220;32;400;19,76;7790950141757;985;11/05/2023
BARRICA BEBIDAS;GIN TONIC BLANCO DR. LEMON LATA 310 ML;167;220;32;400;19,76;7790950141764;993;11/05/2023
BARRICA BEBIDAS;GIN TONIC COVENT AMERICAN DRY 354 ML;123,3;160;30;870;17,6;7798287170464;68;11/05/2023
BARRICA BEBIDAS;GIN TONIC COVENT PINCK 354 ML.;123,3;160;30;870;17,6;7798287170471;64;11/05/2023
COCA COLA;GIN TONIC SCHWEPPES LATA 310 ML;225,27;300;33;1560;15,42;7790895648113;90;11/05/2023
BARRICA BEBIDAS;Gin vikinga 500ml;980;1250;28;6750;14,8;3501;97;11/05/2023
BARRICA BEBIDAS;GIN WILLIAMS FIOLED;2400;3000;25;16800;16,67;6482345209746;95;11/05/2023
BARRICA BEBIDAS;GIN WILLIAMS LONDON DRY;2400;3000;25;16800;16,67;5487319706222;97;11/05/2023
BARRICA BEBIDAS;GIN WILLIAMS MARACUYA;2400;3000;25;16800;16,67;5236981458737;99;11/05/2023
BARRICA BEBIDAS;GIN WILLIAMS RHOSYN;2400;3000;25;16800;16,67;3571592580456;87;11/05/2023
NOA BEBIDAS MARITA;GIN ZODIAC;4000;5200;30;27600;15;4571;1000;11/05/2023
HUACHANA MARTIN;GINEBRA BOLS;639;850;33;4500;17,37;7791200000510;992;11/05/2023
CORDOBEZA;GINEBRA LLAVE 1 L.;348,84;450;29;4819;15,12;7790163001039;65439;11/05/2023
CORDOBEZA;GINEBRA LLAVE 750CC;1142;1500;31;7900;15,29;7790163010161;587;11/05/2023
CORDOBEZA;GINEBRA LLAVE DE 450 CC;344;430;25;0;0;7790163001046;65383;11/05/2023
ARCOR;GINGER ALE SANTA QUINA 1 L.;148,29;187;26;1023;14,98;737186377137;96;11/05/2023
TABAQUERIA;GIZEH PACK BOX LATA;195;250,01;28;240;23,08;4002604049177;4;11/05/2023
TABAQUERIA;GIZEH ROLLBOX MAQUINA TOP;1100;1500;36;1430;30;4002604124768;5;11/05/2023
TABAQUERIA;Gizeh Silver TIP TUBO MAQUINA;1300;1700,01;31;9750;25;4002604006361;9;11/05/2023
ARCOR;GOMITA MOGUL EXTREME ROLLO;69;100;45;414;0;7790580116965;687;11/05/2023
ARCOR;GOMITA MOGUL MURCIELAGO HALLOW;54,6;80;47;0;0;7790580111588;966;11/05/2023
PALACIO;GOMITAS BILLIKEN ACIDAS 25 GR;9,86;18;82;0;0;7792222885598;65511;11/05/2023
PALACIO;GOMITAS BILLIKEN FRUTALES 30 GR;7,19;12;66;0;0;7792222001868;65502;11/05/2023
TERRABUSI;GOMITAS FLYNN PAFF;34,63;50;44;233;12;7790380029793;513;11/05/2023
TERRABUSI;GOMITAS FLYNN PAFF 30G;74,13;100;35;498;12;7790380029809;974;11/05/2023
TERRABUSI;GOMITAS FLYNN PAFF AZUCARADA;65;90;38;436,8;12;7790380824930;991;11/05/2023
TERRABUSI;GOMITAS FLYNN PAFF SPORTS;77,6;100;29;521;12;7790380029847;71;11/05/2023
ARCOR;GOMITAS INICORNIOS 30 GR;15,44;25;62;0;-100;7790580116774;-26;11/05/2023
ARCOR;GOMITAS MALVAVISCOS TWISTTER 200 GR;122,21;157;29;821,28;12;7790580123444;7;11/05/2023
PALACIO;GOMITAS MISKY FANTASIA FRUTA 3X10;1,81;10;452;0;0;96;65198;11/05/2023
ARCOR;GOMITAS MOGUL  VIBORITAS;67;90;34;0;0;7790580230111;756;11/05/2023
ARCOR;GOMITAS MOGUL ARCOIRIS EXTREME;11,72;24;107;0;0;7790580117368;9;11/05/2023
ARCOR;GOMITAS MOGUL BLOODY;9,76;24;148;0;0;7790580110734;1;11/05/2023
ARCOR;GOMITAS MOGUL CEREBRITOS;61,07;80;31;0;0;7790580169312;65432;11/05/2023
ARCOR;GOMITAS MOGUL COCODRILO X 30 G;11,52;24;110;0;0;7790580616717;77;11/05/2023
ARCOR;GOMITAS MOGUL DINOS;51,78;70;35;0;0;7790580116958;411;11/05/2023
ARCOR;GOMITAS MOGUL EXTREME ROCKS;76;100;32;510,72;12;7790580137618;983;11/05/2023
ARCOR;GOMITAS MOGUL FRUTALES 50 GR.;61,08;77;26;410,46;12;7790580129422;862;11/05/2023
ARCOR;GOMITAS MOGUL FRUTALES 60G;29,39;48;65;0;0;7790580117054;660;11/05/2023
ARCOR;GOMITAS MOGUL FRUTALES ROLLO;69;100;45;0;0;7790580602000;64975;11/05/2023
ARCOR;GOMITAS MOGUL FRUTILLA Y CREMA;1,11;2;49;0;0;7790580108601;999;11/05/2023
ARCOR;GOMITAS MOGUL HALLOWEEN COLMILLOS;54,6;80;47;0;0;7790580111595;729;11/05/2023
ARCOR;GOMITAS MOGUL LARVITAS EXTRA ACIDAS;18,29;36;98;0;0;7790580109141;65488;11/05/2023
ARCOR;GOMITAS MOGUL MONSTRUITOS;14,64;24;65;0;0;7790580117047;97;11/05/2023
ARCOR;GOMITAS MOGUL MURCIêLAGO;47,07;70;49;316,31;12;7790580136109;978;11/05/2023
ARCOR;GOMITAS MOGUL OSITOS;73;100;37;0;0;7790580199913;64319;11/05/2023
ARCOR;GOMITAS MOGUL OSO EXTREME;61,08;80;31;410,46;12;7790580129330;690;11/05/2023
ARCOR;GOMITAS MOGUL OSO EXTREME ACIDO;40,89;55;35;0;0;7790580117030;65215;11/05/2023
ARCOR;GOMITAS MOGUL PIECITOS;73;100;37;491;12;7790580617813;671;11/05/2023
ARCOR;GOMITAS MOGUL RODAJAS ACIDAS;60,5;77;27;406,56;12;7790580129507;959;11/05/2023
ARCOR;GOMITAS MOGUL RODAJAS ACIDAS;24,86;33;33;167,04;12;7790580116118;73;11/05/2023
ARCOR;GOMITAS MOGUL TIBURONCITOS;70,4;100;42;0;0;7790580200114;64950;11/05/2023
ARCOR;GOMITAS MOGUL TUTI FRUTI;68,2;88;29;458,28;12;7790580129354;575;11/05/2023
ARCOR;GOMITAS MOGULEXTREME FRUTILLA 15 GR.;33;50;52;222;12;7790580133832;1968;11/05/2023
ARCOR;GOMITAS NUTRIFRUTAS;22,4;33;47;150,54;12;7790580005887;79;11/05/2023
ARCOR;GOMITAS TUBITOS 70 GR.;139,46;176;26;937,2;12;7790580133863;88;11/05/2023
TERRABUSI;GOMITAS YUMMY DINO;12,41;20;61;83,4;12;7798186032641;89;11/05/2023
TERRABUSI;GOMITAS YUMMY MORITAS;22,84;40;75;153,48;12;7798186033457;93;11/05/2023
TERRABUSI;GOMITAS YUMMY PECECITOS;12,2;20;64;81,98;12;7798186032665;977;11/05/2023
TERRABUSI;GONGYS FRUTILLA 200 GR.;95,51;120;26;641,83;12;7798186032382;9;11/05/2023
TERRABUSI;GONGYS TRADICIONAL 200 GR.;95,51;120;26;641,83;12;7798186032368;9;11/05/2023
VASCO - OSOLA;GORDONS + CUNNINGTON 2.25 L;320,24;374;17;0;15;2181;94;11/05/2023
BARRICA BEBIDAS;GORRA BRANCA BARRICA;1600;2300;44;12000;25;4552;18;11/05/2023
QUILMES;GORRA BUDWEISER;2060;2500;21;13843,2;12;4434;98;11/05/2023
QUILMES;GORRA CORONA;2555;3100;21;17169,6;12;4435;96;11/05/2023
BARRICA BEBIDAS;GORRA LA BARRICA;490;600;22;3600;22,45;3419;61;11/05/2023
ARCOR;GRAFFITI BLANCO;53,16;66;24;510,36;60;7790580123741;65;11/05/2023
ARCOR;GRAFFITI LIMON;58,45;84;43;0;12;7790580123666;98;11/05/2023
ALMACEN;GRANADINA DELLEPIANE;290;400;38;2000;14,94;7790260010026;95;11/05/2023
PEPSI;GUARANA ANTARTICA 1.5L;339;410;21;2340;15,04;7792798000470;847;11/05/2023
PEPSI;H2O CITRUS 1.5 L;90,85;110;21;600;10,07;7791813421603;93;11/05/2023
PEPSI;H2O LIMONETO X 2.25 L;107;130;22;710;10,59;7791813423911;99;11/05/2023
PEPSI;H2O NARANCHELO X 2.25;107;130;22;710;10,59;7791813423652;88;11/05/2023
TERRABUSI;HABANITOS TERRABUSI X 60 G;218;300;38;0;0;7622300335076;65373;11/05/2023
FURCI;HABANO 101 CAPTARIS;50;65;30;336;12;3059;-1;11/05/2023
FURCI;HABANO 105 CAPTARIS;58;75;29;389,76;12;3058;1;11/05/2023
HUACHANA MARTIN;HABANO CAFE CREME AROME;242;320;32;3000;23,97;3146;9777;11/05/2023
HUACHANA MARTIN;HABANO CAFE CREME BLUE;242;320;32;3000;23,97;3145;495;11/05/2023
HUACHANA MARTIN;HABANO CAFE CREME FILTRO;252;330;31;1800;19,05;3253;2680;11/05/2023
HUACHANA MARTIN;HABANO CAFE CREME ORIGINAL;242;320;32;3000;23,97;3144;3470;11/05/2023
ANALGESICOS;HABANO CAFE CREME VARIOS;242;320;32;3000;23,97;2129;491;11/05/2023
BARRICA BEBIDAS;HABANO CIENFUEGOS;25;35;40;0;0;2161;1;11/05/2023
BARRICA BEBIDAS;HABANO COHIBA ROBOSTOS C/U;225;290;29;0;0;2027;97;11/05/2023
FURCI;HABANO EL DUQUE;80;105;31;537,6;12;3064;9;11/05/2023
HUACHANA MARTIN;HABANO G. JOAQUIN BELICOSO;420;550;31;2500;19,05;3141;349;11/05/2023
HUACHANA MARTIN;HABANO G. JOAQUIN CORONA;320;400;25;1850;15,63;3139;395;11/05/2023
HUACHANA MARTIN;HABANO G. JOAQUIN DOBLE CORONA;460;600;30;2648;15,15;3142;851;11/05/2023
HUACHANA MARTIN;HABANO G. JOAQUIN PETIT CORONA;331;450;36;1900;14,8;3138;935;11/05/2023
HUACHANA MARTIN;HABANO G. JOAQUIN PITILLO;194;250;29;1120;15,46;3143;188;11/05/2023
HUACHANA MARTIN;HABANO G. JOAQUIN ROBUSTO;300;390;30;346;15,38;3147;963;11/05/2023
